id_compte,numero_compte,type_compte,produit_bancaire,statut_compte,date_ouverture
4318,237-01-534393898,Épargne,Épargne jeune,Actif,2026-06-30
4319,237-01-534603444,Épargne,Épargne classique,Actif,2026-02-12
4320,237-01-534720437,Professionnel,Compte professionnel,Bloqué,2019-12-22
4321,237-01-534816001,Commerçant,Compte commerçant,Actif,2019-08-28
4322,237-01-534969766,Tontine,Compte tontine,Actif,2023-10-22
4323,237-01-535022557,Commerçant,Compte commerçant,Actif,2021-06-07
4324,237-01-535028471,Courant,Compte courant,Actif,2025-12-12
4325,237-01-535081711,Épargne,Épargne jeune,Actif,2020-04-26
4326,237-01-535085603,Association,Compte association,Actif,2025-04-30
4327,237-01-535386213,Courant,Compte salaire,Actif,2025-07-23
4328,237-01-535393679,Association,Compte association,Actif,2025-06-29
4329,237-01-535707472,Tontine,Compte tontine,Actif,2017-03-25
4330,237-01-535785825,Professionnel,Compte professionnel,Actif,2025-06-30
4331,237-01-535940736,Professionnel,Crédit commercial,Actif,2023-02-23
4332,237-01-535947327,Épargne,Épargne classique,Actif,2017-02-19
4333,237-01-536618451,Professionnel,Compte professionnel,Actif,2023-02-27
4334,237-01-536712287,Association,Compte association,Actif,2017-04-14
4335,237-01-536954063,Professionnel,Compte professionnel,Actif,2023-03-13
4336,237-01-537169065,Commerçant,Compte commerçant,Actif,2019-09-09
4337,237-01-537468509,Professionnel,Crédit commercial,Actif,2026-02-15
4338,237-01-537565729,Courant,Compte courant,Actif,2023-08-19
4339,237-01-537847262,Commerçant,Compte commerçant,Actif,2024-10-22
4340,237-01-537869144,Courant,Compte salaire,Actif,2025-11-24
4341,237-01-537930290,Épargne,Épargne classique,Actif,2021-07-17
4342,237-01-537983193,Association,Compte association,Actif,2020-12-11
4343,237-01-538054654,Commerçant,Compte commerçant,Actif,2017-02-24
4344,237-01-538294275,Professionnel,Crédit scolaire,Dormant,2018-04-23
4345,237-01-538339170,Tontine,Compte tontine,Actif,2017-06-12
4346,237-01-538543882,Commerçant,Compte commerçant,Dormant,2023-03-28
4347,237-01-538556529,Courant,Compte salaire,Clôturé,2019-07-07
4348,237-01-538581413,Association,Compte association,Actif,2017-09-07
4349,237-01-538589319,Commerçant,Compte commerçant,Actif,2019-09-17
4350,237-01-538599895,Commerçant,Compte commerçant,Actif,2021-03-07
4351,237-01-538855209,Épargne,Épargne classique,Actif,2022-04-15
4352,237-01-538993689,Épargne,Épargne projet,Dormant,2024-02-18
4353,237-01-539189593,Tontine,Compte tontine,Actif,2017-05-03
4354,237-01-539359057,Épargne,Épargne classique,Actif,2021-11-23
4355,237-01-539466737,Association,Compte association,Actif,2024-05-12
4356,237-01-539540460,Courant,Compte salaire,Actif,2020-11-14
4357,237-01-539652738,Professionnel,Compte professionnel,Actif,2023-06-09
4358,237-01-539818013,Association,Compte association,Actif,2019-04-11
4359,237-01-539849722,Courant,Compte courant,Actif,2024-08-26
4360,237-01-540076668,Épargne,Épargne jeune,Actif,2024-11-07
4361,237-01-540094444,Tontine,Compte tontine,Actif,2025-03-25
4362,237-01-540271356,Courant,Compte courant,Actif,2023-10-29
4363,237-01-540299438,Tontine,Compte tontine,Actif,2023-05-07
4364,237-01-540541797,Épargne,Épargne classique,Actif,2026-02-12
4365,237-01-540620704,Épargne,Épargne jeune,Actif,2018-06-24
4366,237-01-540695732,Épargne,Épargne jeune,Actif,2023-01-12
4367,237-01-540776236,Épargne,Épargne jeune,Clôturé,2022-09-22
4368,237-01-540821653,Commerçant,Compte commerçant,Actif,2020-03-07
4369,237-01-540928375,Commerçant,Compte commerçant,Actif,2025-12-19
4370,237-01-540962787,Épargne,Épargne classique,Actif,2021-08-09
4371,237-01-541067603,Association,Compte association,Actif,2025-10-22
4372,237-01-541309976,Professionnel,Compte professionnel,Actif,2020-11-23
4373,237-01-541436775,Courant,Compte courant,Actif,2020-12-29
4374,237-01-541598931,Professionnel,Compte professionnel,Dormant,2021-02-28
4375,237-01-541635533,Tontine,Compte tontine,Actif,2017-09-17
4376,237-01-541763732,Épargne,Épargne classique,Actif,2023-03-19
4377,237-01-541796163,Épargne,Épargne jeune,Actif,2020-10-19
4378,237-01-541858143,Courant,Compte salaire,Actif,2018-01-15
4379,237-01-542349815,Courant,Compte salaire,Actif,2023-08-01
4380,237-01-542352110,Épargne,Épargne jeune,Bloqué,2021-02-17
4381,237-01-542427269,Courant,Compte courant,Actif,2024-10-24
4382,237-01-542507057,Épargne,Épargne projet,Actif,2017-08-04
4383,237-01-542675839,Professionnel,Crédit scolaire,Actif,2022-03-26
4384,237-01-542721149,Association,Compte association,Actif,2021-02-13
4385,237-01-542722661,Courant,Compte salaire,Actif,2021-09-26
4386,237-01-542723992,Courant,Compte courant,Actif,2023-03-17
4387,237-01-542854807,Commerçant,Compte commerçant,Dormant,2021-11-09
4388,237-01-542879479,Épargne,Épargne jeune,Actif,2021-02-05
4389,237-01-542958949,Épargne,Épargne projet,Actif,2024-02-22
4390,237-01-542979696,Professionnel,Crédit scolaire,Actif,2020-08-12
4391,237-01-543070281,Professionnel,Compte professionnel,Actif,2019-10-13
4392,237-01-543208402,Commerçant,Compte commerçant,Actif,2022-03-16
4393,237-01-543411986,Professionnel,Compte professionnel,Actif,2019-10-12
4394,237-01-543658697,Association,Compte association,Actif,2022-02-27
4395,237-01-543906858,Professionnel,Compte professionnel,Actif,2023-07-30
4396,237-01-544072667,Courant,Compte salaire,Actif,2023-10-11
4397,237-01-544153600,Tontine,Compte tontine,Actif,2018-01-22
4398,237-01-544247384,Professionnel,Crédit commercial,Dormant,2017-07-12
4399,237-01-544381271,Association,Compte association,Actif,2026-03-14
4400,237-01-544645837,Épargne,Épargne projet,Actif,2024-10-23
4401,237-01-544755550,Professionnel,Compte professionnel,Actif,2024-01-25
4402,237-01-544779123,Épargne,Épargne jeune,Actif,2017-08-01
4403,237-01-544805412,Professionnel,Crédit scolaire,Actif,2025-05-15
4404,237-01-544869869,Courant,Compte courant,Actif,2020-12-06
4405,237-01-544906083,Professionnel,Compte professionnel,Actif,2021-12-26
4406,237-01-545004287,Courant,Compte courant,Actif,2026-01-25
4407,237-01-545071357,Professionnel,Crédit commercial,Actif,2021-05-15
4408,237-01-545311111,Épargne,Épargne projet,Actif,2025-12-19
4409,237-01-545410733,Épargne,Épargne projet,Actif,2020-09-24
4410,237-01-545426397,Épargne,Épargne classique,Actif,2023-04-09
4411,237-01-545518488,Courant,Compte salaire,Actif,2022-01-31
4412,237-01-545571477,Professionnel,Crédit scolaire,Actif,2018-08-25
4413,237-01-545627271,Épargne,Épargne jeune,Actif,2021-09-22
4414,237-01-545698112,Épargne,Épargne jeune,Actif,2022-05-09
4415,237-01-545747310,Épargne,Épargne classique,Actif,2025-05-10
4416,237-01-545888306,Professionnel,Compte professionnel,Actif,2020-12-28
4417,237-01-545938838,Commerçant,Compte commerçant,Actif,2024-06-07
4418,237-01-545959953,Épargne,Épargne projet,Actif,2020-01-08
4419,237-01-546118841,Tontine,Compte tontine,Actif,2020-11-07
4420,237-01-546316088,Épargne,Épargne projet,Actif,2025-04-02
4421,237-01-546354478,Association,Compte association,Actif,2019-10-06
4422,237-01-546412381,Association,Compte association,Actif,2024-06-01
4423,237-01-546470533,Épargne,Épargne projet,Actif,2018-11-26
4424,237-01-546697894,Professionnel,Crédit commercial,Actif,2024-01-18
4425,237-01-546810533,Tontine,Compte tontine,Actif,2025-04-15
4426,237-01-546946155,Tontine,Compte tontine,Actif,2017-02-21
4427,237-01-547044779,Commerçant,Compte commerçant,Actif,2021-05-22
4428,237-01-547045534,Professionnel,Crédit scolaire,Actif,2022-04-03
4429,237-01-547151473,Professionnel,Compte professionnel,Actif,2022-08-28
4430,237-01-547331928,Épargne,Épargne jeune,Dormant,2024-06-07
4431,237-01-547377616,Courant,Compte courant,Actif,2024-08-14
4432,237-01-547378285,Professionnel,Crédit scolaire,Actif,2021-04-28
4433,237-01-547652906,Professionnel,Compte professionnel,Actif,2020-07-08
4434,237-01-547746120,Tontine,Compte tontine,Dormant,2022-07-21
4435,237-01-547894378,Professionnel,Crédit scolaire,Actif,2019-03-24
4436,237-01-547939834,Commerçant,Compte commerçant,Actif,2026-01-09
4437,237-01-547952130,Professionnel,Crédit scolaire,Actif,2017-02-03
4438,237-01-548069854,Épargne,Épargne jeune,Dormant,2020-11-23
4439,237-01-548122110,Commerçant,Compte commerçant,Actif,2023-11-11
4440,237-01-548170762,Épargne,Épargne jeune,Actif,2024-03-03
4441,237-01-548370560,Professionnel,Crédit commercial,Bloqué,2017-11-05
4442,237-01-548373316,Professionnel,Crédit commercial,Actif,2023-03-15
4443,237-01-548656450,Épargne,Épargne classique,Actif,2024-07-24
4444,237-01-548699434,Professionnel,Crédit commercial,Actif,2017-06-02
4445,237-01-548716369,Courant,Compte courant,Actif,2019-04-29
4446,237-01-548841108,Épargne,Épargne projet,Actif,2020-04-07
4447,237-01-548923341,Épargne,Épargne jeune,Actif,2019-09-22
4448,237-01-549166526,Professionnel,Crédit scolaire,Actif,2021-05-03
4449,237-01-549197523,Tontine,Compte tontine,Actif,2017-01-21
4450,237-01-549227595,Tontine,Compte tontine,Actif,2017-05-06
4451,237-01-549237743,Épargne,Épargne jeune,Bloqué,2024-03-25
4452,237-01-549240338,Professionnel,Crédit commercial,Actif,2024-05-25
4453,237-01-549253152,Courant,Compte salaire,Actif,2020-09-16
4454,237-01-549291240,Professionnel,Compte professionnel,Actif,2024-04-13
4455,237-01-549314079,Courant,Compte courant,Actif,2022-08-01
4456,237-01-549371710,Commerçant,Compte commerçant,Actif,2017-08-10
4457,237-01-549579146,Professionnel,Crédit commercial,Bloqué,2023-12-25
4458,237-01-549591153,Épargne,Épargne classique,Clôturé,2022-04-28
4459,237-01-549591270,Commerçant,Compte commerçant,Actif,2023-07-31
4460,237-01-549671877,Épargne,Épargne jeune,Actif,2022-02-14
4461,237-01-549763613,Association,Compte association,Actif,2019-01-11
4462,237-01-549771367,Professionnel,Compte professionnel,Dormant,2017-12-15
4463,237-01-549893669,Courant,Compte salaire,Actif,2023-04-20
4464,237-01-549997913,Épargne,Épargne projet,Actif,2019-12-05
4465,237-01-550003945,Professionnel,Compte professionnel,Actif,2017-08-02
4466,237-01-550032929,Professionnel,Crédit commercial,Actif,2022-01-06
4467,237-01-550035922,Courant,Compte salaire,Actif,2022-04-14
4468,237-01-550119670,Épargne,Épargne classique,Actif,2026-04-29
4469,237-01-550228687,Tontine,Compte tontine,Dormant,2019-06-18
4470,237-01-550461469,Courant,Compte courant,Actif,2022-06-04
4471,237-01-550474533,Épargne,Épargne projet,Actif,2024-07-21
4472,237-01-550570719,Professionnel,Crédit commercial,Actif,2024-12-14
4473,237-01-550677973,Professionnel,Compte professionnel,Actif,2023-05-04
4474,237-01-550729928,Tontine,Compte tontine,Actif,2023-07-05
4475,237-01-550777611,Association,Compte association,Actif,2023-08-05
4476,237-01-550841540,Épargne,Épargne projet,Actif,2021-07-21
4477,237-01-551031690,Commerçant,Compte commerçant,Actif,2019-02-15
4478,237-01-551270895,Professionnel,Crédit commercial,Actif,2020-03-15
4479,237-01-551296814,Courant,Compte salaire,Actif,2022-05-09
4480,237-01-551340970,Professionnel,Crédit commercial,Actif,2022-01-14
4481,237-01-551386531,Professionnel,Crédit commercial,Actif,2019-01-17
4482,237-01-551607502,Association,Compte association,Actif,2023-10-25
4483,237-01-551619242,Association,Compte association,Bloqué,2025-03-29
4484,237-01-551639384,Professionnel,Crédit commercial,Actif,2024-08-19
4485,237-01-551691339,Épargne,Épargne projet,Actif,2022-02-07
4486,237-01-551723767,Courant,Compte courant,Actif,2023-05-02
4487,237-01-551784618,Courant,Compte salaire,Actif,2017-10-26
4488,237-01-552374835,Professionnel,Crédit commercial,Dormant,2022-04-06
4489,237-01-552391655,Courant,Compte courant,Actif,2021-09-09
4490,237-01-552397259,Professionnel,Compte professionnel,Actif,2017-12-14
4491,237-01-552885170,Épargne,Épargne classique,Dormant,2024-12-11
4492,237-01-553059529,Professionnel,Crédit scolaire,Actif,2026-03-23
4493,237-01-553224772,Professionnel,Crédit scolaire,Actif,2024-10-19
4494,237-01-553423192,Épargne,Épargne classique,Actif,2022-07-29
4495,237-01-553438297,Épargne,Épargne projet,Actif,2020-05-30
4496,237-01-553443862,Professionnel,Compte professionnel,Dormant,2019-01-12
4497,237-01-553588425,Courant,Compte courant,Actif,2022-06-16
4498,237-01-553659959,Association,Compte association,Actif,2022-09-23
4499,237-01-553661063,Professionnel,Compte professionnel,Actif,2023-02-13
4500,237-01-553723887,Épargne,Épargne projet,Actif,2020-04-03
4501,237-01-553976119,Tontine,Compte tontine,Actif,2021-07-27
4502,237-01-554090898,Courant,Compte courant,Actif,2024-03-07
4503,237-01-554133007,Tontine,Compte tontine,Actif,2021-03-29
4504,237-01-554134603,Épargne,Épargne jeune,Dormant,2018-01-11
4505,237-01-554158574,Professionnel,Crédit scolaire,Actif,2023-04-10
4506,237-01-554230028,Association,Compte association,Actif,2021-03-24
4507,237-01-554311300,Courant,Compte courant,Actif,2021-07-17
4508,237-01-554317102,Épargne,Épargne projet,Actif,2024-12-08
4509,237-01-554334820,Courant,Compte courant,Actif,2026-05-18
4510,237-01-554447298,Tontine,Compte tontine,Actif,2024-09-14
4511,237-01-554489235,Professionnel,Crédit scolaire,Actif,2021-06-05
4512,237-01-554498337,Tontine,Compte tontine,Actif,2023-07-26
4513,237-01-554597379,Courant,Compte salaire,Actif,2026-02-01
4514,237-01-554820676,Épargne,Épargne projet,Actif,2023-07-25
4515,237-01-554838092,Professionnel,Compte professionnel,Actif,2018-10-29
4516,237-01-554889112,Épargne,Épargne jeune,Bloqué,2023-09-24
4517,237-01-555306958,Épargne,Épargne classique,Actif,2017-10-25
4518,237-01-555358660,Association,Compte association,Bloqué,2023-10-06
4519,237-01-555396819,Commerçant,Compte commerçant,Actif,2021-03-21
4520,237-01-555413597,Épargne,Épargne jeune,Actif,2017-02-25
4521,237-01-555431676,Épargne,Épargne projet,Actif,2021-05-05
4522,237-01-555604049,Courant,Compte salaire,Clôturé,2017-07-03
4523,237-01-555738431,Courant,Compte courant,Actif,2018-12-15
4524,237-01-555847814,Professionnel,Crédit commercial,Actif,2025-08-22
4525,237-01-556001865,Épargne,Épargne projet,Actif,2021-11-11
4526,237-01-556004670,Courant,Compte salaire,Actif,2024-04-19
4527,237-01-556056986,Épargne,Épargne projet,Actif,2021-09-16
4528,237-01-556081789,Courant,Compte courant,Dormant,2022-04-23
4529,237-01-556122003,Commerçant,Compte commerçant,Bloqué,2019-05-23
4530,237-01-556131079,Professionnel,Crédit scolaire,Actif,2018-07-23
4531,237-01-556224319,Professionnel,Compte professionnel,Actif,2019-11-08
4532,237-01-556685345,Épargne,Épargne projet,Actif,2024-04-10
4533,237-01-556939545,Tontine,Compte tontine,Clôturé,2025-11-15
4534,237-01-556986520,Association,Compte association,Actif,2020-08-26
4535,237-01-557047252,Courant,Compte courant,Actif,2025-01-14
4536,237-01-557057628,Courant,Compte salaire,Actif,2019-09-17
4537,237-01-557062324,Professionnel,Crédit scolaire,Actif,2025-07-06
4538,237-01-557285001,Association,Compte association,Actif,2022-10-24
4539,237-01-557467414,Commerçant,Compte commerçant,Actif,2020-05-05
4540,237-01-557486796,Courant,Compte courant,Actif,2018-09-02
4541,237-01-557550330,Courant,Compte salaire,Actif,2021-06-10
4542,237-01-557799279,Épargne,Épargne projet,Actif,2023-12-28
4543,237-01-558001168,Courant,Compte salaire,Actif,2020-03-21
4544,237-01-558013185,Courant,Compte courant,Actif,2020-10-24
4545,237-01-558038535,Courant,Compte courant,Actif,2023-05-03
4546,237-01-558041132,Professionnel,Crédit commercial,Actif,2023-07-19
4547,237-01-558071175,Épargne,Épargne classique,Bloqué,2020-09-19
4548,237-01-558099119,Épargne,Épargne jeune,Actif,2020-09-03
4549,237-01-558145865,Épargne,Épargne classique,Actif,2022-07-05
4550,237-01-558148015,Professionnel,Compte professionnel,Actif,2022-08-27
4551,237-01-558246275,Association,Compte association,Actif,2026-01-21
4552,237-01-558356273,Épargne,Épargne projet,Actif,2022-12-01
4553,237-01-558378630,Association,Compte association,Actif,2021-06-28
4554,237-01-558530706,Commerçant,Compte commerçant,Actif,2022-05-21
4555,237-01-558661148,Épargne,Épargne projet,Actif,2024-02-05
4556,237-01-558682065,Courant,Compte courant,Actif,2019-10-22
4557,237-01-559188513,Courant,Compte salaire,Actif,2017-05-17
4558,237-01-559399553,Professionnel,Crédit scolaire,Actif,2017-10-30
4559,237-01-559516784,Épargne,Épargne projet,Actif,2022-04-14
4560,237-01-559529400,Épargne,Épargne classique,Actif,2023-04-02
4561,237-01-559580861,Association,Compte association,Actif,2019-09-08
4562,237-01-559655103,Professionnel,Compte professionnel,Actif,2017-02-02
4563,237-01-559749062,Professionnel,Crédit scolaire,Bloqué,2022-12-04
4564,237-01-559923657,Épargne,Épargne classique,Actif,2025-08-18
4565,237-01-559944298,Épargne,Épargne jeune,Dormant,2018-03-19
4566,237-01-559970989,Épargne,Épargne classique,Actif,2023-04-03
4567,237-01-560020954,Professionnel,Crédit scolaire,Actif,2023-11-22
4568,237-01-560194263,Tontine,Compte tontine,Clôturé,2017-01-07
4569,237-01-560216718,Professionnel,Crédit scolaire,Actif,2022-09-03
4570,237-01-560293687,Épargne,Épargne jeune,Actif,2020-09-03
4571,237-01-560378928,Courant,Compte salaire,Actif,2023-03-21
4572,237-01-560442918,Association,Compte association,Actif,2020-08-23
4573,237-01-560486971,Commerçant,Compte commerçant,Actif,2024-09-22
4574,237-01-560623591,Épargne,Épargne classique,Dormant,2020-07-15
4575,237-01-560647392,Épargne,Épargne jeune,Actif,2020-07-15
4576,237-01-560797431,Association,Compte association,Actif,2025-06-04
4577,237-01-560859271,Professionnel,Crédit commercial,Actif,2019-02-12
4578,237-01-560902193,Commerçant,Compte commerçant,Actif,2026-03-20
4579,237-01-560914571,Association,Compte association,Actif,2022-09-22
4580,237-01-560949346,Professionnel,Compte professionnel,Actif,2024-04-11
4581,237-01-560954327,Courant,Compte courant,Actif,2018-03-06
4582,237-01-561008701,Tontine,Compte tontine,Actif,2020-01-16
4583,237-01-561434658,Professionnel,Compte professionnel,Actif,2020-04-04
4584,237-01-561467578,Épargne,Épargne jeune,Actif,2017-07-02
4585,237-01-561498257,Tontine,Compte tontine,Actif,2022-03-27
4586,237-01-561500802,Tontine,Compte tontine,Actif,2023-11-15
4587,237-01-561716896,Épargne,Épargne classique,Actif,2021-09-16
4588,237-01-561755356,Professionnel,Compte professionnel,Actif,2022-10-11
4589,237-01-561862695,Association,Compte association,Actif,2023-09-30
4590,237-01-561872177,Professionnel,Compte professionnel,Actif,2019-02-11
4591,237-01-561994451,Professionnel,Compte professionnel,Actif,2017-11-29
4592,237-01-562047459,Épargne,Épargne projet,Actif,2023-08-22
4593,237-01-562068920,Épargne,Épargne jeune,Actif,2024-02-12
4594,237-01-562092266,Tontine,Compte tontine,Actif,2022-04-01
4595,237-01-562212278,Tontine,Compte tontine,Actif,2024-06-15
4596,237-01-562337672,Professionnel,Crédit commercial,Actif,2024-10-27
4597,237-01-562446171,Professionnel,Crédit commercial,Actif,2024-08-05
4598,237-01-562495716,Professionnel,Crédit scolaire,Actif,2024-11-10
4599,237-01-562648209,Épargne,Épargne jeune,Actif,2018-07-14
4600,237-01-562722271,Professionnel,Crédit commercial,Actif,2021-09-12
4601,237-01-562865058,Courant,Compte salaire,Actif,2026-06-25
4602,237-01-562872401,Commerçant,Compte commerçant,Actif,2019-07-13
4603,237-01-563008444,Professionnel,Compte professionnel,Actif,2023-12-30
4604,237-01-563303925,Courant,Compte courant,Actif,2018-07-07
4605,237-01-563364108,Épargne,Épargne classique,Actif,2026-04-15
4606,237-01-563530154,Courant,Compte courant,Actif,2024-10-22
4607,237-01-563530792,Tontine,Compte tontine,Actif,2023-05-28
4608,237-01-563761897,Épargne,Épargne classique,Actif,2018-05-09
4609,237-01-563886690,Commerçant,Compte commerçant,Actif,2019-04-22
4610,237-01-564105147,Professionnel,Crédit scolaire,Actif,2018-04-26
4611,237-01-564358752,Épargne,Épargne projet,Actif,2025-05-13
4612,237-01-564478330,Tontine,Compte tontine,Actif,2019-10-04
4613,237-01-564599687,Professionnel,Crédit scolaire,Actif,2024-01-05
4614,237-01-564835699,Professionnel,Crédit scolaire,Actif,2021-07-13
4615,237-01-564988999,Épargne,Épargne jeune,Actif,2020-07-11
4616,237-01-565440130,Association,Compte association,Actif,2019-12-28
4617,237-01-565749130,Professionnel,Compte professionnel,Actif,2018-12-20
4618,237-01-566059220,Épargne,Épargne projet,Actif,2021-01-21
4619,237-01-566081762,Professionnel,Compte professionnel,Actif,2023-02-28
4620,237-01-566142756,Professionnel,Compte professionnel,Actif,2020-01-10
4621,237-01-566236382,Professionnel,Crédit scolaire,Actif,2021-04-09
4622,237-01-566385687,Professionnel,Crédit commercial,Actif,2018-03-17
4623,237-01-566395211,Professionnel,Crédit scolaire,Actif,2024-01-20
4624,237-01-566408563,Commerçant,Compte commerçant,Actif,2017-06-02
4625,237-01-566471015,Courant,Compte salaire,Actif,2018-07-12
4626,237-01-566528824,Épargne,Épargne classique,Dormant,2018-11-18
4627,237-01-566653843,Professionnel,Compte professionnel,Actif,2017-02-01
4628,237-01-566786047,Épargne,Épargne jeune,Actif,2020-12-22
4629,237-01-566948918,Épargne,Épargne jeune,Actif,2020-07-06
4630,237-01-567281612,Courant,Compte salaire,Bloqué,2022-07-30
4631,237-01-567294285,Professionnel,Crédit scolaire,Actif,2017-10-06
4632,237-01-567297433,Épargne,Épargne jeune,Actif,2017-11-23
4633,237-01-567391999,Épargne,Épargne projet,Clôturé,2021-04-02
4634,237-01-567506984,Épargne,Épargne projet,Actif,2018-10-14
4635,237-01-567515944,Épargne,Épargne projet,Actif,2017-05-17
4636,237-01-567516295,Épargne,Épargne classique,Actif,2019-06-12
4637,237-01-567520308,Courant,Compte salaire,Actif,2023-04-25
4638,237-01-567598215,Association,Compte association,Actif,2020-04-18
4639,237-01-567614385,Épargne,Épargne classique,Actif,2022-08-24
4640,237-01-567717395,Association,Compte association,Actif,2020-07-06
4641,237-01-567867980,Association,Compte association,Clôturé,2021-10-26
4642,237-01-567878166,Commerçant,Compte commerçant,Actif,2019-11-11
4643,237-01-567984469,Commerçant,Compte commerçant,Actif,2020-09-09
4644,237-01-568109046,Professionnel,Crédit scolaire,Actif,2021-08-06
4645,237-01-568377183,Professionnel,Crédit scolaire,Actif,2018-08-25
4646,237-01-568516567,Courant,Compte salaire,Bloqué,2020-11-03
4647,237-01-568552592,Commerçant,Compte commerçant,Actif,2018-12-12
4648,237-01-568606475,Épargne,Épargne jeune,Actif,2024-03-21
4649,237-01-568659775,Épargne,Épargne classique,Dormant,2025-02-26
4650,237-01-568684163,Professionnel,Crédit scolaire,Actif,2020-09-23
4651,237-01-568756129,Épargne,Épargne projet,Actif,2021-02-16
4652,237-01-568860783,Épargne,Épargne jeune,Actif,2021-03-06
4653,237-01-568861308,Épargne,Épargne classique,Actif,2023-11-16
4654,237-01-568881201,Courant,Compte courant,Actif,2018-03-07
4655,237-01-568905267,Professionnel,Compte professionnel,Actif,2023-08-07
4656,237-01-569035523,Courant,Compte courant,Actif,2026-03-21
4657,237-01-569078998,Association,Compte association,Actif,2021-03-21
4658,237-01-569249856,Professionnel,Crédit commercial,Actif,2024-12-23
4659,237-01-569371987,Épargne,Épargne jeune,Actif,2020-10-30
4660,237-01-569518110,Courant,Compte salaire,Actif,2020-11-14
4661,237-01-569538270,Épargne,Épargne classique,Bloqué,2020-05-14
4662,237-01-569845969,Professionnel,Crédit commercial,Actif,2018-03-31
4663,237-01-569893373,Association,Compte association,Actif,2024-11-30
4664,237-01-569903540,Épargne,Épargne projet,Actif,2021-07-18
4665,237-01-569983094,Professionnel,Crédit scolaire,Bloqué,2024-05-21
4666,237-01-570050470,Association,Compte association,Actif,2022-05-15
4667,237-01-570224440,Courant,Compte salaire,Actif,2019-04-20
4668,237-01-570428439,Professionnel,Crédit commercial,Actif,2017-10-22
4669,237-01-570635496,Tontine,Compte tontine,Actif,2021-02-12
4670,237-01-570639918,Professionnel,Compte professionnel,Actif,2025-12-11
4671,237-01-570672612,Courant,Compte salaire,Actif,2021-05-21
4672,237-01-570789616,Courant,Compte courant,Actif,2022-07-26
4673,237-01-570939412,Professionnel,Crédit scolaire,Dormant,2024-09-08
4674,237-01-571030159,Courant,Compte courant,Actif,2024-07-20
4675,237-01-571151623,Professionnel,Compte professionnel,Actif,2021-06-22
4676,237-01-571270482,Association,Compte association,Actif,2024-07-18
4677,237-01-571275684,Commerçant,Compte commerçant,Actif,2025-08-15
4678,237-01-571283755,Épargne,Épargne classique,Actif,2022-11-25
4679,237-01-571284706,Commerçant,Compte commerçant,Actif,2020-09-19
4680,237-01-571305084,Courant,Compte courant,Actif,2017-07-04
4681,237-01-571323231,Association,Compte association,Actif,2023-03-28
4682,237-01-571368769,Courant,Compte courant,Dormant,2026-06-06
4683,237-01-571415574,Épargne,Épargne projet,Clôturé,2025-07-22
4684,237-01-571417253,Commerçant,Compte commerçant,Actif,2026-05-10
4685,237-01-571537275,Épargne,Épargne classique,Actif,2025-04-02
4686,237-01-571556028,Épargne,Épargne projet,Actif,2017-09-30
4687,237-01-571602326,Commerçant,Compte commerçant,Actif,2022-07-18
4688,237-01-571855970,Courant,Compte courant,Bloqué,2022-12-11
4689,237-01-571871988,Courant,Compte courant,Actif,2024-08-12
4690,237-01-572380753,Courant,Compte courant,Actif,2023-02-28
4691,237-01-572492374,Courant,Compte salaire,Actif,2018-12-16
4692,237-01-572510448,Professionnel,Crédit scolaire,Actif,2020-06-20
4693,237-01-572733939,Commerçant,Compte commerçant,Actif,2019-07-21
4694,237-01-572907272,Professionnel,Crédit scolaire,Actif,2022-01-21
4695,237-01-573288661,Épargne,Épargne projet,Actif,2020-04-01
4696,237-01-573416096,Commerçant,Compte commerçant,Actif,2024-03-30
4697,237-01-573625647,Commerçant,Compte commerçant,Actif,2020-02-08
4698,237-01-573748046,Épargne,Épargne projet,Actif,2024-07-16
4699,237-01-573826307,Professionnel,Crédit commercial,Clôturé,2024-10-21
4700,237-01-573838751,Épargne,Épargne jeune,Actif,2018-08-16
4701,237-01-573940588,Courant,Compte courant,Actif,2025-03-01
4702,237-01-574089291,Commerçant,Compte commerçant,Actif,2020-06-05
4703,237-01-574117906,Professionnel,Crédit scolaire,Clôturé,2018-01-02
4704,237-01-574178578,Professionnel,Crédit commercial,Actif,2025-05-05
4705,237-01-574189024,Courant,Compte salaire,Actif,2025-02-16
4706,237-01-574615905,Épargne,Épargne classique,Actif,2021-11-23
4707,237-01-574654975,Association,Compte association,Actif,2020-09-25
4708,237-01-574679769,Tontine,Compte tontine,Actif,2019-06-17
4709,237-01-574840841,Courant,Compte courant,Actif,2022-01-06
4710,237-01-575150082,Professionnel,Compte professionnel,Actif,2025-12-14
4711,237-01-575199290,Professionnel,Compte professionnel,Actif,2018-08-15
4712,237-01-575228517,Tontine,Compte tontine,Actif,2017-09-25
4713,237-01-575263076,Professionnel,Crédit scolaire,Actif,2021-04-21
4714,237-01-575319269,Épargne,Épargne jeune,Actif,2017-04-03
4715,237-01-575460898,Épargne,Épargne jeune,Actif,2020-10-10
4716,237-01-575570762,Épargne,Épargne classique,Actif,2022-10-23
4717,237-01-575694918,Épargne,Épargne classique,Actif,2021-11-14
4718,237-01-575742006,Commerçant,Compte commerçant,Actif,2018-08-08
4719,237-01-575891101,Courant,Compte salaire,Actif,2023-05-15
4720,237-01-575928026,Courant,Compte courant,Actif,2019-05-24
4721,237-01-575998539,Professionnel,Crédit commercial,Actif,2022-12-28
4722,237-01-576075604,Professionnel,Crédit commercial,Actif,2018-07-06
